"LOCTN
TYPE","LOCATION
NAME","LCTN
PRTY","LOCATION
MONITOR","STANDARD
ACTION","ACTION
DETAILS","ACTION
STATUS",FREQ,"ACTN
PRTY","PRIMARY
AGENT","ADDITIONAL
AGENTS",YEAR,RESULT,"RESULT
DETAILS",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Involve community groups and volunteers in recovery activities,Involve community groups with the monitoring of D. impar survey grids.,Ongoing,"Every year, or more freq.",M,DSE South West Region,,2011/2012,COMPLETED,"A number of presentations, displays and fact sheet distributions regarding the D. impar recovery project have taken place to date in 2011/12. Field days include Sheepvention, Birregurra Festival, Lismore Landcare Protection Group Grassland Field Day, FarmPlan21 Field Day, Lake Bolac Eel Festival, Sungold Field Days, Greening Australia's borrell a kandelop 10 year celebration and two CFA GHCMA Grassland tours. The fact sheet was distributed during presentations to the Probus Club of Colac, SEANA, Portland Field Naturalists and Friends of Yatmarone. Other information associated with grassland management also distributed. ",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Involve community groups and volunteers in recovery activities,"Undertake field days and presentations to local naturalists groups, school groups, Landcare groups, etc. to inform them about D. impar, grasslands and their conservation.",Ongoing,"Every year, or more freq.",M,DSE South West Region,,2011/2012,COMPLETED,"A number of presentations, displays and fact sheet distributions regarding the D. impar recovery project have taken place to date in 2011/12. Field days include Sheepvention, Birregurra Festival, Lismore Landcare Protection Group Grassland Field Day, FarmPlan21 Field Day, Lake Bolac Eel Festival, Sungold Field Days, Greening Australia's borrell a kandelop 10 year celebration and two CFA GHCMA Grassland tours. The fact sheet was distributed during presentations to the Probus Club of Colac, SEANA, Portland Field Naturalists and Friends of Yatmarone. Other information associated with grassland management also distributed. ",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Involve community groups and volunteers in recovery activities,Involve community groups with the monitoring of D. impar survey grids.,Ongoing,"Every year, or more freq.",M,DSE South West Region,,2012/2013,COMPLETED,"D. impar fact sheet 4 distributed at a number of field days including Sheepvention, Lake Bolac Eel Festival and Sungold Field Days. The fact sheet was also up-loaded on the VVP CMN webpage.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Involve community groups and volunteers in recovery activities,"Undertake field days and presentations to local naturalists groups, school groups, Landcare groups, etc. to inform them about D. impar, grasslands and their conservation.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2012/2013,COMPLETED,"A presentation was given to the Environment Minister Ryan Smith as part of his GHCMA visit. The presentation focused on grassland fauna, in particular D. impar and how the CFA and DSE work together to achieve both public safety and biodiversity outcomes. D. impar fact sheet 4 distributed at a number of field days including Sheepvention, Lake Bolac Eel Festival and Sungold Field Days. The fact sheet was also up-loaded on the VVP CMN webpage.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Involve community groups and volunteers in recovery activities,"Undertake field days and presentations to local naturalists groups, school groups, Landcare groups, etc. to inform them about D. impar, grasslands and their conservation.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Involve community groups and volunteers in recovery activities,Involve community groups with the monitoring of D. impar survey grids.,Ongoing,"Every year, or more freq.",M,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Involve community groups and volunteers in recovery activities,"Undertake field days and presentations to local naturalists groups, school groups, Landcare groups, etc. to inform them about D. impar, grasslands and their conservation.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Involve community groups and volunteers in recovery activities,Involve community groups with the monitoring of D. impar survey grids.,Ongoing,"Every year, or more freq.",M,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Involve community groups and volunteers in recovery activities,Involve community groups with the monitoring of D. impar survey grids.,Ongoing,"Every year, or more freq.",M,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Involve community groups and volunteers in recovery activities,"Undertake field days and presentations to local naturalists groups, school groups, Landcare groups, etc. to inform them about D. impar, grasslands and their conservation.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2003/2004,COMPLETED,"03/04. Potential sites for the establishment of D. impar survey grids provided to all local goverment agencies, Vic Roads and Parks Victoria as well as an information sheet outlining the Southwest Striped Legless Lizard Project within the Glenelg Hopkins CMA.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2004/2005,COMPLETED,"04/05. Sites of all D. impar survey grids provided to all local government agencies, Vic Roads and Parks Victoria within the Glenelg Hopkins CMA.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2005/2006,COMPLETED,"Sites of all D. impar survey grids provided to all local government agencies, Vic Roads and Parks Victoria. Information on all extant D. impar populations provided to the appropriate land manager as well as the results of the 2005/06 monitoring.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",M,DSE South West Region,,2006/2007,COMPLETED,Information on all extant D. impar populations provided to the appropriate land manager as well as the results of the 2005/06 monitoring.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",M,DSE South West Region,,2007/2008,COMPLETED,"Presentation given to the Glenelg Hopkins CMA as part of the Threatened Species Presentations. The presentation of ""The South West Striped Legless Lizard Project"" to the GHCMA biodiversity staff and advisory committee enabled us to display and promote our work on the SLL in a manner that is not possible through the formal reporting channels. All reports and information on this project produced in 2007/08 were provided to the Glenelg Hopkins CMA as part of the final report.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",M,DSE South West Region,,2008/2009,COMPLETED,"A presentation on the Southwest Striped Legless Lizard Project was given at the VVP Knowledge Exchange Forum ""Linking Research to on-ground change"" in Geelong and at a grassland meeting in Dunkeld. All reports and information on this project produced are provided to the Glenelg Hopkins CMA as part of progress and final reports. The up-dated information sheet was also distributed to all local government agencies. A field day was also spent with the local CFA visiting a number of roadside grassland sites that support D. impar and are managed by fire.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2009/2010,COMPLETED,"A presentation on the Southwest Striped Legless Lizard Project was given at the spring SWIFFT meeting while two other community presentations were conducted at Camperdown and Lismore. All reports and information produced on this project are provided to the Glenelg Hopkins and Corangamite CMAs as part of progress and final reports. All landholders and managers (including government agencies) with survey grids present on their properties were send an information package which contained a summary of all survey results recorded on their property to date, a blurb on each species, specific species fact sheets and a general grassland management guide.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2010/2011,COMPLETED,All reports and information produced on this project are provided to the Glenelg Hopkins and Corangamite CMAs as part of progress and final reports. Presentations involving the Striped Legless Lizard were given at Greening Australia's 'Reptiles roaming in the rises' field day and Lake Bolac Eel Festival presentation and display. A presentation on the Striped Legless Lizard project was also given to staff from GHCMA and DSE's VIF Team which included staff from the Natural Resource Division and Biodiversity and Ecosystem Services Division. ,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2011/2012,COMPLETED,All reports and information produced on this project are provided to the Glenelg Hopkins CMA as part of progress and final reports. Information on the location of D. impar and survey grids was provided to VicRoads and two local shires following requests in 2011/12.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2012/2013,COMPLETED,All reports and information produced on this project are provided to the Glenelg Hopkins CMA as part of progress and final reports. ,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with government agencies,"Continually provide information and advice, including maps, regarding the location and management of D. impar sites to Catchment Management Authorities and local government authorities.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with private landholders,Hold discussions with all relevant landholders and land managers regarding appropriate management for D. impar and its habitat.,Ongoing,As needed,H,DSE South West Region,,2005/2006,PARTIALLY COMPLETED,All landholders and managers informed of the presence of D. impar on their land. General management actions outlined. Specific management actions for each location will be outlined once the potential threats are identified.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with private landholders,Hold discussions with all relevant landholders and land managers regarding appropriate management for D. impar and its habitat.,Ongoing,As needed,H,DSE South West Region,,2006/2007,COMPLETED,All landholders and managers informed of the presence of D. impar on their land and provided with the results of the 2006/07 monitoring.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with private landholders,Hold discussions with all relevant landholders and land managers regarding appropriate management for D. impar and its habitat.,Ongoing,As needed,H,DSE South West Region,,2007/2008,COMPLETED,All landholders and managers informed of the presence of D. impar on their land and provided with the results of the 2007/08 monitoring. ,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with private landholders,Hold discussions with all relevant landholders and land managers regarding appropriate management for D. impar and its habitat.,Ongoing,As needed,H,DSE South West Region,,2008/2009,COMPLETED,All landholders and managers have been informed of the presence of D. impar on their land and will be provided with the results of the 2008/09 monitoring. A general management document for D. impar and its habitat will also be developed and provided to each land manager in 2009.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with private landholders,Hold discussions with all relevant landholders and land managers regarding appropriate management for D. impar and its habitat.,Ongoing,As needed,H,DSE South West Region,,2009/2010,COMPLETED,"All landholders and managers have been informed of the presence of D. impar on their land. All landholders and managers with survey grids present on their properties were send an information package which contained a summary of all survey results recorded on their property to date, a blurb on each species, specific species fact sheets and a general grassland management guide.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with private landholders,Hold discussions with all relevant landholders and land managers regarding appropriate management for D. impar and its habitat.,Ongoing,As needed,H,DSE South West Region,,2010/2011,COMPLETED,All landholders and managers have been informed of the presence of D. impar on their land and will be provided with the results of the 2010/11 monitoring. A general management document for D. impar and its habitat is in the final stages of developed and will be provided to each land manager in 2011.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with private landholders,Hold discussions with all relevant landholders and land managers regarding appropriate management for D. impar and its habitat.,Ongoing,As needed,H,DSE South West Region,,2011/2012,COMPLETED,All landholders provided with the new D. impar fact sheet and when required discussion regarding management were initiated.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Liaise with private landholders,Hold discussions with all relevant landholders and land managers regarding appropriate management for D. impar and its habitat.,Ongoing,As needed,H,DSE South West Region,,2012/2013,COMPLETED,"A landowner summary about the project and its achievements and findings over the past eight years has been developed for distribution to landowners involved in the project, as well as to other interested parties. The summary report is designed to inform landowners of the findings so far, about recommended management actions for their grasslands and to inform them about the current status of the project and future directions.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Manage environmental weeds,Manage environmental weeds such as Phalaris at D. impar sites when required.,Ongoing,As needed,H,DSE South West Region,,2005/2006,COMPLETED,Management of Phalaris conducted at some sites via the wickwiper or ecological burns.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Manage environmental weeds,Manage environmental weeds such as Phalaris at D. impar sites when required.,Ongoing,As needed,H,DSE South West Region,,2006/2007,COMPLETED,"Management of Phalaris conducted at some sites via the wickwiper, handspraying or ecological burns. Fewer sites were treated in 2006/07 due to the current drought conditions.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Manage environmental weeds,Manage environmental weeds such as Phalaris at D. impar sites when required.,Ongoing,As needed,H,DSE South West Region,,2007/2008,COMPLETED,"Management of Phalaris conducted at some sites via the wickwiper, handspraying or ecological burns.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Manage environmental weeds,Manage environmental weeds such as Phalaris at D. impar sites when required.,Ongoing,As needed,H,DSE South West Region,,2008/2009,COMPLETED,"Management of Phalaris conducted at some sites via the wickwiper, handspraying or ecological burns.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Manage environmental weeds,Manage environmental weeds such as Phalaris at D. impar sites when required.,Ongoing,As needed,H,DSE South West Region,,2009/2010,COMPLETED,"Hand spraying of weeds undertaken at a number of sites, while other sites were treated with the use of the Wick Wiper.",
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Manage environmental weeds,Manage environmental weeds such as Phalaris at D. impar sites when required.,Ongoing,As needed,H,DSE South West Region,,2010/2011,COMPLETED,Extensive weed control work has been conducted at numerous sites by South West Vermin and Weed Control as part of a large scale strategic program concentrating on high value remnant grasslands on road and rail reserves across south west Victoria. This project is being conducted in collaboration with VicRoads and specific local governments. Due to the heavy spring rainfall and extended growing season this work was continued into summer. ,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Manage environmental weeds,Manage environmental weeds such as Phalaris at D. impar sites when required.,Ongoing,As needed,H,DSE South West Region,,2011/2012,COMPLETED,Numerous sites were treated for weed invasion by South West Vermin and Weed Control and Goldfields Weed control as part of a large scale strategic program concentrating on high value remnant grasslands on road and rail reserves across south west Victoria. This project is being conducted in collaboration with VicRoads and specific local governments.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Manage environmental weeds,Manage environmental weeds such as Phalaris at D. impar sites when required.,Ongoing,As needed,H,DSE South West Region,,2012/2013,COMPLETED,Extensive weed control works have been implemented for numerous sites as part of DSE's strategic weed program. The majority of work was completed in spring / early summer but some works were also conducted during autumn.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Prepare/revise Action Statement,Revise and up-date the D. impar Action Statement.,One-off: to do,One-off event,H,DSE South West Region,DSE Biodiversity & Ecosystem Services,2008/2009,PARTIALLY COMPLETED,Revision of the D. impar Action Statement commenced in June 2009 and will be completed by the end of 2009.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Prepare/revise Action Statement,Revise and up-date the D. impar Action Statement.,One-off: to do,One-off event,H,DSE South West Region,DSE Biodiversity & Ecosystem Services,2009/2010,COMPLETED,A draft revision of the D. impar Action Statement has been completed. The draft has been disseminated to SLL Working Group members for comment.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Prepare/revise Action Statement,Revise and up-date the D. impar Action Statement.,One-off: In progress,One-off event,H,DSE South West Region,DSE Biodiversity & Ecosystem Services,2010/2011,COMPLETED,A draft revision of the D. impar Action Statement has been completed. The draft has been disseminated to SLL Working Group members and comments received and incorporated into the document. Final comments from BES have been addressed and the document is ready for submission to the Scientific Advisory Committee and then the public consultation phase.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Prepare/revise Action Statement,Revise and up-date the D. impar Action Statement.,One-off: In progress,One-off event,H,DSE South West Region,DSE Biodiversity & Ecosystem Services,2011/2012,COMPLETED,A draft revision of the D. impar Action Statement has been completed. The draft has been disseminated to SLL Working Group members and comments received and incorporated into the document. Final comments from BES have been addressed and the document is ready for submission to the Scientific Advisory Committee and then the public consultation phase.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Prepare/revise Recovery Plan,Revise recovery plan.,Ongoing,Every five years,H,Wildlife Profiles P/L,"DSE Biodiversity & Ecosystem Services, DSE South West Region, DSE Statewide Services",2009/2010,COMPLETED,Draft revised recovery plan completed and submitted to BES.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Prepare/revise Recovery Plan,Revise recovery plan.,Ongoing,Every five years,H,Wildlife Profiles P/L,"DSE Biodiversity & Ecosystem Services, DSE South West Region, DSE Statewide Services",2010/2011,COMPLETED,Draft recovery plan in final stages of approval following the public consultation phase. ,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Prepare/revise Recovery Plan,Revise recovery plan.,Ongoing,Every five years,H,Wildlife Profiles P/L,"DSE Biodiversity & Ecosystem Services, DSE South West Region, DSE Statewide Services",2014/2015,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Provide input into regional fire management and operations plans,"Liaise with CFA, Shires and landholders in regards to burning of roadside.",One-off: to do,One-off event,H,DSE South West Region,,2006/2007,PARTIALLY COMPLETED,Local CFA brigades informed of the preferred timing and frequency of roadside burning that is conducive to D. impar.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Provide input into regional fire management and operations plans,"Liaise with CFA, Shires and landholders in regards to burning of roadside.",One-off: to do,One-off event,H,DSE South West Region,,2007/2008,COMPLETED,Local CFA brigades informed of the preferred timing and frequency of roadside burning that is conducive to D. impar through updated CFA information sheet. ,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Provide input into regional fire management and operations plans,"Liaise with CFA, Shires and landholders in regards to burning of roadside.",One-off: In progress,One-off event,H,DSE South West Region,,2008/2009,COMPLETED,Local CFA brigades informed of the preferred timing and frequency of roadside burning that is conducive to D. impar through updated CFA information sheet which was posted to each CFA brigade captain. A DSE/CFA field day and site visit was held were topics such as best timing and frequency for burning was discussed. Five roadside grassland signs have also been developed in conjunction with the CFA which outline the best time for burning and the ecological benefits to both the indigenous flora and fauna including D. impar. The signs will soon be erected in the Southern Grampians and Moyne Shires. DSE are also working with the CFA on a joint Ecological Roadside Burning project.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Provide input into regional fire management and operations plans,"Liaise with CFA, Shires and landholders in regards to burning of roadside.",One-off: In progress,One-off event,H,DSE South West Region,,2009/2010,COMPLETED,Local CFA brigades informed of the preferred timing and frequency of roadside burning that is conducive to D. impar and grasslands through updated CFA information sheet and the CFA/DSE Ecological Roadside Burning project. Five roadside grassland signs have also been developed in conjunction with the CFA which outline the best time for burning and the ecological benefits to both the indigenous flora and fauna including D. impar. The signs will soon be erected in the Southern Grampians and Moyne Shires. A new system has also been developed to enable DSE to provide the CFA with an annual list of priority areas for ecological burning.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Provide input into regional fire management and operations plans,"Liaise with CFA, Shires and landholders in regards to burning of roadside.",One-off: In progress,One-off event,H,DSE South West Region,,2010/2011,COMPLETED,DSE have provided the CFA with the annual list of priority areas for ecological burning for this coming fire season.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Provide input into regional fire management and operations plans,"Liaise with CFA, Shires and landholders in regards to burning of roadside.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2011/2012,COMPLETED,DSE have provided the CFA with the annual list of priority areas for ecological burning for this coming fire season.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Provide input into regional fire management and operations plans,"Liaise with CFA, Shires and landholders in regards to burning of roadside.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2012/2013,COMPLETED,DSE provided the CFA with an annual list of priority areas for ecological burning for this fire season.,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Provide input into regional fire management and operations plans,"Liaise with CFA, Shires and landholders in regards to burning of roadside.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Provide input into regional fire management and operations plans,"Liaise with CFA, Shires and landholders in regards to burning of roadside.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 5 - East Grampians,H,Garry Peterson,Provide input into regional fire management and operations plans,"Liaise with CFA, Shires and landholders in regards to burning of roadside.",Ongoing,"Every year, or more freq.",H,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at sites when required.,Ongoing,As needed,H,DSE South West Region,,2005/2006,COMPLETED,No burns required in 2005/06.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at sites when required.,Ongoing,As needed,M,DSE South West Region,,2006/2007,COMPLETED,No burns required at any D. impar sites 2006/07.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at sites when required.,Ongoing,As needed,M,DSE South West Region,,2007/2008,NOT NEEDED,No burns required at any D. impar sites 2007/08.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at sites when required.,Ongoing,As needed,M,DSE South West Region,,2008/2009,NOT NEEDED,No burns required at any D. impar sites 2008/09.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at sites when required.,Ongoing,As needed,M,DSE South West Region,,2009/2010,NOT NEEDED,No burns required at any D. impar sites 2008/09.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at sites when required.,Ongoing,As needed,M,DSE South West Region,,2010/2011,NOT NEEDED,No burns required at any D. impar sites 2010/11.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at D. impar or potential D. impar sites when required but preferably no more frequent than once every three years.,Ongoing,As needed,M,DSE South West Region,,2011/2012,NOT NEEDED,No burns required at any D. impar sites 2011/12.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: to do,One-off event,H,DSE South West Region,,2005/2006,NOT DONE,No Description Recorded,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,One-off: In progress,One-off event,H,DSE South West Region,,2005/2006,COMPLETED,"All D. impars captured during 2005/06 where measured, weight, sexed and photographed for future identification as part of the capture-mark-recapture project.",
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess microhabitat use of D. impar.,One-off: to do,One-off event,H,DSE South West Region,,2005/2006,PARTIALLY COMPLETED,Microhabitat information was collected at and within a 1m2 quadrat around any tile under which D. impar or a slough was discovered. This was also conducted as part of an honours project with the results suggesting that D. impar favoured tiles that still retained vegetation under them.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess the long-term survival of D. impar in exotic habitats and investigate how far into agricultural land from native grasslands D. impar can occur.,One-off: to do,One-off event,H,DSE South West Region,,2005/2006,NOT DONE,No Description Recorded,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess the effect of fire and its frequency on D. impar and its habitat.,One-off: In progress,One-off event,H,DSE South West Region,,2005/2006,PARTIALLY COMPLETED,Most information has been collected. Analysis will be undertaken in early 2007.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess the long-term survival of D. impar in exotic habitats and investigate how far into agricultural land from native grasslands D. impar can occur.,One-off: to do,One-off event,H,DSE South West Region,,2006/2007,NOT DONE,This action was proposed as an honours project but further discussion has concluded that the action would require at least two years of field work. As a result the action will be undertaken as a Masters or Ph.D project or by DSE field staff post 2008. ,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2006/2007,COMPLETED,"All D. impars captured during 2006/07 were measured, weight, sexed and photographed for future identification as part of the capture-mark-recapture project. ",
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Undertake habitat characteristic predictive modelling.,One-off: to do,One-off event,H,DSE South West Region,,2006/2007,PARTIALLY COMPLETED,Data collected and currently being entered into data matrix. Analysis will be undertaken as part of an Honours project through Ballarat University and further detailed analysis by ARI.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: to do,One-off event,H,DSE South West Region,,2006/2007,NOT DONE,No Description Recorded,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess microhabitat use of D. impar.,One-off: to do,One-off event,H,DSE South West Region,,2006/2007,COMPLETED,Microhabitat information was collected at and within a 1m2 quadrat around any tile under which D. impar was discovered. ,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess the effect of fire and its frequency on D. impar and its habitat.,One-off: In progress,One-off event,H,DSE South West Region,,2006/2007,PARTIALLY COMPLETED,Most information has been collected. Still waiting on burn frequency information from the CFA. Analysis will be undertaken hopefully in early 2008.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Examine genetic variability within and between populations of the SLL across its geographical distribution ,One-off: to do,One-off event,H,DSE South West Region,,2006/2007,PARTIALLY COMPLETED,Project outline completed and will be put out to tender.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess the effect of fire and its frequency on D. impar and its habitat.,One-off: In progress,One-off event,H,DSE South West Region,,2007/2008,PARTIALLY COMPLETED,Most information has been collected. Still waiting on historical burn frequency information from the CFA. Data on recent burn frequency has been incorporated into the habitat model build as part of an honours project completed at University of Ballarat.,
